pdv_id,pdv,cidade,tipologia,vendedor,supervisor,regime_compra,mes_entrada,caso_plantado,mes_inicio_caso
2134,Gelateria Horizonte,Porto Bandeira,Sorveteria,Aline Almeida,Sérgio Gonçalves,mensal,2025-10,normal,
2135,Padaria Brisa 2,Piraquara do Oeste,Padaria,Adriana Xavier,Eduardo Cardoso,mensal,2025-09,normal,
2136,Mercado Vitória Régia 4,Piraquara do Oeste,Minimercado,Cláudia Correia,Vinícius Barbosa,ciclico,2021-08,atrito,
2137,Supermercado Ponte Velha,São Braz do Campo,Supermercado,Joana Medeiros,Vinícius Barbosa,mensal,2021-08,normal,
2138,Cantina Nova Era 3,Praia do Sino,Restaurante,Aline Araújo,André Santos,ciclico,2021-08,normal,
2139,Panificadora São Jorge 2,Piraquara do Oeste,Padaria,Fernanda Sampaio,Sérgio Gonçalves,ciclico,2022-08,normal,
2140,Panificadora Tijuca Velha,Nova Aurora do Vale,Padaria,Emerson Carvalho,Eduardo Cardoso,mensal,2021-08,degrau,2026-02
2141,Pizza Farol 3,Vila Aurora,Pizzaria,Aline Pacheco,Mariana Cunha,ciclico,2023-06,atrito,
2142,Lanches Serrana 3,Xambrê,Lanchonete,Joana Medeiros,Vinícius Barbosa,esporadico,2023-08,normal,
2143,Ponto do Lanche Estrela 2,Pedra Molhada,Lanchonete,Letícia Ferreira,Sérgio Oliveira,mensal,2021-08,normal,
2144,Buffet Xodó 3,Vila Cascata,Buffet e Eventos,Juliana Xavier,Mariana Cunha,esporadico,2026-01,normal,
2145,Lanchonete Primavera 2,Fonte Limeira,Lanchonete,Débora Nunes,Sérgio Gonçalves,mensal,2021-08,normal,
2146,Padaria e Confeitaria Estrela 3,Vista Alegre do Ipê,Padaria,Ricardo Teixeira,Sérgio Gonçalves,mensal,2022-12,normal,
2147,Padaria Jacarandá 5,Várzea Comprida,Padaria,Wagner Braga,Sérgio Gonçalves,mensal,2025-04,normal,
2148,Restaurante Figueira 4,Riozinho Claro,Restaurante,Adriana Xavier,Eduardo Cardoso,mensal,2021-08,atrito,
2149,Mercadinho Maracanã Velho 3,Fonte Limeira,Minimercado,Wesley Siqueira,Amanda Machado,mensal,2025-09,normal,
2150,Café Lagoa Azul 2,Várzea Comprida,Cafeteria,Sandra Cardoso,André Santos,mensal,2021-08,atrito,
2151,Pizza Terra Boa,Guaraúna,Pizzaria,Tatiane Sales,Mariana Cunha,ciclico,2024-06,normal,
2152,Panificadora Olaria 3,Várzea Comprida,Padaria,Raquel Ferreira,Vinícius Barbosa,mensal,2021-08,normal,
2153,Minimercado Horizonte 2,Barra do Piraquê,Minimercado,Flávio Lima,André Santos,esporadico,2021-08,normal,
2154,Mercadinho Raiz Forte 5,Santa Ilha,Minimercado,César Araújo,Vinícius Barbosa,mensal,2021-08,normal,
2155,Pizzaria Horizonte,Xambrê,Pizzaria,César Araújo,Vinícius Barbosa,esporadico,2021-08,atrito,
2156,Pizzaria Maré Alta,Olho d'Água Grande,Pizzaria,Jaqueline Alves,Sérgio Oliveira,ciclico,2021-08,atrito,
2157,Pizza Orquídea,Várzea Comprida,Pizzaria,Helena Gonçalves,André Santos,mensal,2025-06,normal,
2158,Mercadinho Varanda 2,Alto Sereno,Minimercado,Aline Pacheco,Mariana Cunha,mensal,2022-08,atrito,
2159,Supermercado Candeia,Vale Formoso do Norte,Supermercado,Helena Gonçalves,André Santos,mensal,2023-07,normal,
2160,Padaria Girassol 2,Riozinho Claro,Padaria,Tatiane Sales,Mariana Cunha,mensal,2021-08,normal,
2161,Supermercado Porto Seguro Velho 3,Vila Cascata,Supermercado,Raquel Ferreira,Vinícius Barbosa,ciclico,2021-08,atrito,
2162,Padaria Cascata 3,Alto Sereno,Padaria,André Cardoso,Vinícius Barbosa,ciclico,2022-10,normal,
2163,Restaurante Doce Lar 2,Fonte Limeira,Restaurante,Isabela Lopes,Mariana Cunha,ciclico,2023-11,atrito,
2164,Minimercado Olaria 3,Vale Formoso do Norte,Minimercado,Sandra Mendes,Sérgio Gonçalves,esporadico,2021-08,normal,
2165,Panificadora Encanto,Vila Cascata,Padaria,André Batista,Sérgio Oliveira,mensal,2021-08,normal,
2166,Lanches Horizonte,Piraquara do Oeste,Lanchonete,Débora Faria,Mariana Cunha,ciclico,2021-10,normal,
2167,Açaí Veredas,Palmeira Torta,Açaiteria,Letícia Ferreira,Sérgio Oliveira,mensal,2021-08,atrito,
2168,Super Vitória Régia 2,Lagoa Vermelha do Norte,Supermercado,Cláudia Correia,Vinícius Barbosa,esporadico,2021-08,normal,
2169,Mercadinho Pequi 2,Ipê Sereno,Minimercado,Aline Pacheco,Mariana Cunha,esporadico,2026-03,normal,
2170,Casa de Refeições Guarani 2,Bela Corrente,Restaurante,Yara Coelho,Sérgio Oliveira,mensal,2022-11,atrito,
2171,Mercadinho Figueira 3,Marimbondo,Minimercado,Flávio Nogueira,Sérgio Oliveira,mensal,2021-08,normal,
2172,Minimercado Horizonte 3,Jaraguandu,Minimercado,Wagner Braga,Sérgio Gonçalves,mensal,2023-08,normal,
2173,Supermercado Ipê Roxo,Campo Ferrugem,Supermercado,Cláudia Correia,Vinícius Barbosa,mensal,2026-02,normal,
2174,Cantina Maracanã Velho 3,Tabuleiro Alto,Restaurante,Letícia Ferreira,Sérgio Oliveira,ciclico,2022-03,normal,
2175,Restaurante Trigal 3,Alto Sereno,Restaurante,Vinícius Carvalho,Amanda Machado,mensal,2025-11,normal,
2176,Conveniência Moinho 2,Barra do Piraquê,Loja de Conveniência,Juliana Pinheiro,Sérgio Gonçalves,esporadico,2021-08,normal,
2177,Conveniência Estrela,Três Bicas,Loja de Conveniência,Gabriel Ferreira,André Santos,mensal,2023-09,atrito,
2178,Restaurante Pequi 4,São Braz do Campo,Restaurante,Simone Maia,André Santos,mensal,2021-08,atrito,
2179,Minimercado Xodó,Tabuleiro Alto,Minimercado,Rafael Teixeira,Sérgio Oliveira,mensal,2021-08,normal,
2180,Conveniência Estrela 2,Olho d'Água Grande,Loja de Conveniência,Vanessa Teixeira,Sérgio Gonçalves,esporadico,2022-12,normal,
2181,Buffet São Jorge 2,Jaraguandu,Buffet e Eventos,Aline Araújo,André Santos,esporadico,2023-02,normal,
2182,Atacado Santa Clara,Serra Cansada,Atacadista,Marcos Almeida,Sérgio Oliveira,esporadico,2021-08,atrito,
2183,Supermercado Pitanga,Várzea Comprida,Supermercado,Marcos Bezerra,Amanda Machado,mensal,2021-08,atrito,
2184,Mercadinho Maré Alta 6,Alto Sereno,Minimercado,Roberta Nogueira,André Santos,mensal,2021-08,atrito,
2185,Mercadinho Orquídea,Sertão Novo,Minimercado,César Araújo,Vinícius Barbosa,mensal,2021-08,normal,
2186,Açaí Brisa 5,Guaraúna,Açaiteria,Vanessa Teixeira,Sérgio Gonçalves,esporadico,2023-04,normal,
2187,Mercadinho Moinho 6,Tabuleiro Alto,Minimercado,Aline Araújo,André Santos,mensal,2022-04,normal,
2188,Restaurante Orquídea 3,Jaraguandu,Restaurante,Sabrina Siqueira,Sérgio Oliveira,ciclico,2024-02,normal,
2189,Mercado Jatobá 2,Vila Aurora,Minimercado,Silvana Santos,Mariana Cunha,mensal,2021-08,normal,
2190,Padaria Tucano,Encosta Nova,Padaria,Roberta Pinheiro,Amanda Machado,mensal,2022-03,normal,
2191,Padaria Pinheiro 4,São Braz do Campo,Padaria,Igor Bezerra,Amanda Machado,mensal,2023-06,atrito,
2192,Padaria Encanto,Marimbondo,Padaria,Vinícius Carvalho,Amanda Machado,mensal,2024-11,normal,
2193,Padaria Ipanema Velha 6,Porto Bandeira,Padaria,Aline Duarte,Sérgio Gonçalves,mensal,2021-11,atrito,
2194,Cantina Rio Claro 3,Lagoa Vermelha do Norte,Restaurante,Adriana Xavier,Eduardo Cardoso,mensal,2024-01,atrito,
2195,Panificadora Ouro Fino 2,Piraquara do Oeste,Padaria,Gabriel Ferreira,André Santos,esporadico,2022-06,normal,
2196,Pizzaria Terra Boa,Umbuzeiro,Pizzaria,Jaqueline Alves,Sérgio Oliveira,mensal,2025-10,normal,
2197,Loja Palmeira,Riozinho Claro,Loja de Conveniência,Patrícia Rezende,Mariana Cunha,mensal,2025-12,normal,
2198,Burger Aurora,Campo Ferrugem,Hamburgueria,Elaine Lopes,Vinícius Barbosa,mensal,2025-09,normal,
2199,Casa de Refeições Brisa,Piraquara do Oeste,Restaurante,Joana Medeiros,Vinícius Barbosa,mensal,2021-08,normal,
2200,Sorveteria Bandeirante,Piraquara do Oeste,Sorveteria,Tatiane Sales,Mariana Cunha,ciclico,2021-08,atrito,
2201,Lanches Bom Retiro 4,Serra Cansada,Lanchonete,Aline Duarte,Sérgio Gonçalves,esporadico,2021-08,atrito,
2202,Mercado Serrana 5,Vila Aurora,Minimercado,Nelson Nunes,Eduardo Cardoso,esporadico,2023-03,normal,
2203,Cantina Bom Retiro,Vila Cascata,Restaurante,Silvana Andrade,Amanda Machado,esporadico,2021-08,normal,
2204,Panificadora Serrana 5,Sertão Novo,Padaria,Yara Santos,Eduardo Cardoso,mensal,2025-10,normal,
2205,Lanches Juriti,Ipê Sereno,Lanchonete,Letícia Ferreira,Sérgio Oliveira,mensal,2021-09,voltou,2026-02
2206,Super Ipanema Velha 2,Tabuleiro Alto,Supermercado,Aline Pacheco,Mariana Cunha,ciclico,2022-12,atrito,
2207,Mercado Fonte Nova 2,Vale Formoso do Norte,Minimercado,Débora Nunes,Sérgio Gonçalves,ciclico,2025-08,normal,
2208,Panificadora Nova Era 3,Vila Cascata,Padaria,Vinícius Carvalho,Amanda Machado,mensal,2025-08,normal,
2209,Conveniência Aurora,Porto Bandeira,Loja de Conveniência,Paulo Correia,Eduardo Cardoso,mensal,2021-08,normal,
2210,Loja Encanto,Marimbondo,Loja de Conveniência,Raquel Ferreira,Vinícius Barbosa,mensal,2021-08,normal,
2211,Restaurante Tijuca Velha 2,Guaraúna,Restaurante,Aline Andrade,Sérgio Gonçalves,ciclico,2021-08,atrito,
2212,Loja Maracanã Velho 4,Olho d'Água Grande,Loja de Conveniência,Vanessa Teixeira,Sérgio Gonçalves,mensal,2021-08,atrito,
2213,Pizza Figueira 3,Ribeira Funda,Pizzaria,Mariana Oliveira,Eduardo Cardoso,mensal,2021-08,normal,
2214,Buffet Cascata,Três Bicas,Buffet e Eventos,Gustavo Fonseca,Mariana Cunha,ciclico,2021-08,normal,
2215,Loja Palmeira 2,Três Bicas,Loja de Conveniência,Cláudia Correia,Vinícius Barbosa,ciclico,2026-04,normal,
2216,Supermercado Bandeirante 2,Encosta Nova,Supermercado,Aline Pacheco,Mariana Cunha,esporadico,2022-02,normal,
2217,Pizzaria Moinho,Pedra Molhada,Pizzaria,Raquel Barbosa,Amanda Machado,ciclico,2021-08,normal,
2218,Hamburgueria Nascente 2,Fonte Limeira,Hamburgueria,Igor Rodrigues,Eduardo Cardoso,ciclico,2021-08,atrito,
2219,Pizza Trigal 2,Cravinho do Sul,Pizzaria,Diego Martins,Sérgio Gonçalves,esporadico,2021-08,normal,
2220,Padaria Vitória Régia 3,Três Bicas,Padaria,Marcos Bezerra,Amanda Machado,esporadico,2021-08,normal,
2221,Mercadinho Nova Era,Piraquara do Oeste,Minimercado,Lucas Braga,André Santos,mensal,2021-08,atrito,
2222,Mercadinho Bela Vista 3,Umbuzeiro,Minimercado,Aline Pacheco,Mariana Cunha,esporadico,2022-01,atrito,
2223,Minimercado Sabor Real,Guaraúna,Minimercado,César Araújo,Vinícius Barbosa,esporadico,2023-10,atrito,
2224,Mercado Brisa 2,Campo Ferrugem,Minimercado,Murilo Alves,André Santos,mensal,2024-10,atrito,
2225,Casa do Café Jacarandá 2,Palmeira Torta,Cafeteria,Ricardo Teixeira,Sérgio Gonçalves,ciclico,2021-08,atrito,
2226,Padaria e Confeitaria Ipê Roxo 3,Quatro Cruzes,Padaria,Wagner Martins,Amanda Machado,mensal,2023-10,atrito,
2227,Ponto do Lanche Chapada 2,Tabuleiro Alto,Lanchonete,Joana Medeiros,Vinícius Barbosa,esporadico,2022-06,normal,
2228,Mercado Rio Claro 3,Sertão Novo,Minimercado,César Araújo,Vinícius Barbosa,ciclico,2023-05,normal,
2229,Casa de Refeições Cascata 3,Vila Cascata,Restaurante,Murilo Alves,André Santos,mensal,2021-08,voltou,2025-12
2230,Minimercado Orquídea 2,Pedra Molhada,Minimercado,Helena Vieira,Amanda Machado,mensal,2021-08,normal,
2231,Supermercado Esperança 3,Cravinho do Sul,Supermercado,Nelson Nunes,Eduardo Cardoso,esporadico,2021-08,atrito,
2232,Hamburgueria Esperança,Quatro Cruzes,Hamburgueria,Wagner Alves,Amanda Machado,mensal,2023-02,normal,
2233,Panificadora Vila Nova 2,Bela Corrente,Padaria,Natália Almeida,Vinícius Barbosa,ciclico,2021-08,normal,
2234,Gelateria Paraíso,Alto Sereno,Sorveteria,Débora Maia,Eduardo Cardoso,mensal,2021-08,atrito,
2235,Lanches Aurora 2,Vista Alegre do Ipê,Lanchonete,Rodrigo Dias,Vinícius Barbosa,ciclico,2023-03,atrito,
2236,Pizza Moinho,Campo Ferrugem,Pizzaria,Rafael Teixeira,Sérgio Oliveira,esporadico,2023-03,normal,
2237,Mercadinho Fonte Nova 3,Vale Formoso do Norte,Minimercado,Patrícia Rezende,Mariana Cunha,ciclico,2021-08,normal,
2238,Mercadinho Santa Clara 4,Quatro Cruzes,Minimercado,Vinícius Carvalho,Amanda Machado,mensal,2021-08,normal,
2239,Panificadora Porto Seguro Velho 3,Piraquara do Oeste,Padaria,André Batista,Sérgio Oliveira,mensal,2025-10,normal,
2240,Casa de Refeições Cascata 4,Cravinho do Sul,Restaurante,Sandra Mendes,Sérgio Gonçalves,ciclico,2024-07,atrito,
2241,Padaria e Confeitaria Porto Seguro Velho,Ipê Sereno,Padaria,Murilo Alves,André Santos,mensal,2021-08,atrito,
2242,Ponto do Lanche Aurora,Marimbondo,Lanchonete,Marcos Almeida,Sérgio Oliveira,mensal,2025-06,normal,
2243,Pizza Nova Era 2,Pedra Molhada,Pizzaria,Isabela Lopes,Mariana Cunha,mensal,2024-05,atrito,
2244,Gelateria Candeia 2,Ipê Sereno,Sorveteria,Vanessa Teixeira,Sérgio Gonçalves,ciclico,2022-06,normal,
2245,Minimercado Luar,Tabuleiro Alto,Minimercado,Raquel Ferreira,Vinícius Barbosa,esporadico,2025-04,normal,
2246,Panificadora São Jorge 3,Vale Formoso do Norte,Padaria,Paulo Camargo,Eduardo Cardoso,mensal,2025-01,atrito,
2247,Burger Ouro Fino 2,Riozinho Claro,Hamburgueria,Juliana Pinheiro,Sérgio Gonçalves,ciclico,2023-05,normal,
2248,Hamburgueria Sossego 2,Taquaruçu do Meio,Hamburgueria,Jaqueline Alves,Sérgio Oliveira,mensal,2021-08,normal,
2249,Açaí Nascente 2,Quatro Cruzes,Açaiteria,Murilo Alves,André Santos,mensal,2021-08,sangramento,2025-08
2250,Cantina Mirante 2,Fonte Limeira,Restaurante,Roberta Nogueira,André Santos,mensal,2021-08,normal,
2251,Lanchonete Cravo 3,Xambrê,Lanchonete,Helena Vieira,Amanda Machado,mensal,2024-06,atrito,
2252,Pizzaria Horizonte 2,Vista Alegre do Ipê,Pizzaria,Cláudia Correia,Vinícius Barbosa,mensal,2021-10,normal,
2253,Supermercado Estrela,Bela Corrente,Supermercado,Joana Medeiros,Vinícius Barbosa,esporadico,2021-08,normal,
2254,Panificadora Candeia 4,Figueira Branca,Padaria,Ricardo Teixeira,Sérgio Gonçalves,esporadico,2021-08,normal,
2255,Padaria Sempre Viva,Campo Ferrugem,Padaria,Silvana Andrade,Amanda Machado,esporadico,2025-11,normal,
2256,Mercadinho Paraíso 2,Itaquerê,Minimercado,Joana Medeiros,Vinícius Barbosa,mensal,2025-02,atrito,
2257,Pizza Sempre Viva,Tabuleiro Alto,Pizzaria,Aline Araújo,André Santos,ciclico,2021-08,normal,
2258,Cantina Farol 3,Cravinho do Sul,Restaurante,Jaqueline Alves,Sérgio Oliveira,mensal,2024-11,normal,
2259,Padaria Esperança 4,Três Bicas,Padaria,Adriana Ferreira,André Santos,esporadico,2021-08,atrito,
2260,Mercadinho Fonte Nova 4,Alto Sereno,Minimercado,Vanessa Teixeira,Sérgio Gonçalves,mensal,2021-08,degrau,2025-07
2261,Casa de Refeições Pinheiro 3,Riozinho Claro,Restaurante,Helena Vieira,Amanda Machado,ciclico,2021-08,normal,
2262,Casa de Refeições Pinheiro 4,Lagoa Vermelha do Norte,Restaurante,Simone Maia,André Santos,mensal,2023-08,atrito,
2263,Super Pedra Alta,Vila Aurora,Supermercado,Vanessa Teixeira,Sérgio Gonçalves,mensal,2021-08,normal,
2264,Padaria Mirante,Riozinho Claro,Padaria,Raquel Ferreira,Vinícius Barbosa,ciclico,2021-08,normal,
2265,Burger Ipanema Velha 2,Santa Ilha,Hamburgueria,Antônio Freitas,Vinícius Barbosa,ciclico,2021-10,atrito,
2266,Padaria Bandeirante 3,Pedra Molhada,Padaria,Igor Batista,Amanda Machado,ciclico,2021-08,normal,
2267,Açaiteria Central,Bela Corrente,Açaiteria,Helena Gonçalves,André Santos,esporadico,2021-08,normal,
2268,Padaria e Confeitaria Ponte Velha 4,Monte Cravo,Padaria,Igor Bezerra,Amanda Machado,esporadico,2021-08,normal,
2269,Mercado Ponte Velha 3,Passo Ruivo,Minimercado,Márcia Sales,Sérgio Oliveira,mensal,2025-03,atrito,
2270,Supermercado Primavera,Cravinho do Sul,Supermercado,Márcia Sales,Sérgio Oliveira,mensal,2025-02,atrito,
2271,Açaiteria Capim Doce,Piraquara do Oeste,Açaiteria,Aline Almeida,Sérgio Gonçalves,esporadico,2021-08,atrito,
2272,Cantina Ponte Velha,Taquaruçu do Meio,Restaurante,Ricardo Teixeira,Sérgio Gonçalves,mensal,2023-10,atrito,
2273,Restaurante São Jorge 2,Vila Aurora,Restaurante,Aline Pacheco,Mariana Cunha,mensal,2024-07,normal,
2274,Café Sossego,Campo Ferrugem,Cafeteria,Kelly Carvalho,Sérgio Gonçalves,mensal,2021-08,mix,2025-10
2275,Pizzaria Aurora,Ipê Sereno,Pizzaria,Raquel Ferreira,Vinícius Barbosa,ciclico,2022-12,atrito,
2276,Minimercado Estrela 2,Alto Sereno,Minimercado,Wagner Alves,Amanda Machado,mensal,2021-08,atrito,
2277,Mercadinho Brisa,Nova Aurora do Vale,Minimercado,Wagner Braga,Sérgio Gonçalves,ciclico,2025-07,normal,
2278,Casa de Refeições Tamarindo,Quatro Cruzes,Restaurante,Cláudia Correia,Vinícius Barbosa,ciclico,2021-08,atrito,
2279,Lanchonete Maré Alta 5,Monte Cravo,Lanchonete,Isabela Guimarães,André Santos,mensal,2026-01,normal,
2280,Cantina Capim Doce 4,Vila Aurora,Restaurante,Diego Martins,Sérgio Gonçalves,ciclico,2022-10,normal,
2281,Ponto do Lanche Umbu 2,São Braz do Campo,Lanchonete,Jorge Sousa,Vinícius Barbosa,mensal,2022-01,atrito,
2282,Mercado Lagoa Azul,Bela Corrente,Minimercado,Patrícia Rezende,Mariana Cunha,mensal,2021-08,atrito,
2283,Mercado Vitória Régia 5,Serra Cansada,Minimercado,Cláudia Correia,Vinícius Barbosa,mensal,2024-01,atrito,
2284,Restaurante Olaria,Tabuleiro Alto,Restaurante,Roberta Nogueira,André Santos,mensal,2021-09,normal,
2285,Padaria Sabor Real 5,Marimbondo,Padaria,André Cardoso,Vinícius Barbosa,esporadico,2025-12,normal,
2286,Supermercado Raiz Forte 2,Guaraúna,Supermercado,Wagner Braga,Sérgio Gonçalves,ciclico,2026-01,normal,
2287,Padaria e Confeitaria Sol Nascente 2,Itaquerê,Padaria,Cláudia Miranda,Mariana Cunha,mensal,2025-11,normal,
2288,Mercado Santa Clara 5,Ipê Sereno,Minimercado,Geraldo Cavalcanti,Mariana Cunha,ciclico,2021-08,normal,
2289,Mercadinho Rio Claro,Vale Formoso do Norte,Minimercado,Natália Almeida,Vinícius Barbosa,mensal,2024-07,normal,
2290,Padaria Nascente 5,Praia do Sino,Padaria,Tatiane Sales,Mariana Cunha,esporadico,2021-08,normal,
2291,Super Chapada 2,Vale Formoso do Norte,Supermercado,Tatiane Sales,Mariana Cunha,ciclico,2024-03,normal,
2292,Açaí Veredas 2,Taquaruçu do Meio,Açaiteria,Flávio Nogueira,Sérgio Oliveira,ciclico,2023-09,atrito,
2293,Padaria Ponte Velha 2,Ipê Sereno,Padaria,Geraldo Cavalcanti,Mariana Cunha,mensal,2021-08,normal,
2294,Lanches Vitória Régia,São Braz do Campo,Lanchonete,Kelly Santos,Eduardo Cardoso,mensal,2021-08,normal,
2295,Pizza Cascata 2,Fonte Limeira,Pizzaria,Joana Medeiros,Vinícius Barbosa,esporadico,2021-08,atrito,
2296,Cantina Lagoa Azul 2,Palmeira Torta,Restaurante,Isabela Guimarães,André Santos,mensal,2025-07,normal,
2297,Mercadinho Ipanema Velha 3,Monte Cravo,Minimercado,Isabela Guimarães,André Santos,ciclico,2021-08,normal,
2298,Casa de Refeições Brisa 2,Cravinho do Sul,Restaurante,Gabriel Ferreira,André Santos,mensal,2021-08,normal,
2299,Cafeteria Raiz Forte,Figueira Branca,Cafeteria,Wagner Braga,Sérgio Gonçalves,esporadico,2023-01,normal,
2300,Panificadora Esperança 2,São Braz do Campo,Padaria,Sandra Cardoso,André Santos,mensal,2022-06,normal,
2301,Padaria Dois Irmãos,Fonte Limeira,Padaria,Mariana Oliveira,Eduardo Cardoso,esporadico,2021-08,normal,
2302,Supermercado Vale Verde,Ribeira Funda,Supermercado,Flávio Nogueira,Sérgio Oliveira,mensal,2021-08,sangramento,2025-08
2303,Minimercado Lagoa Azul,Olho d'Água Grande,Minimercado,Juliana Xavier,Mariana Cunha,esporadico,2021-08,normal,
2304,Mercado Girassol,Porto Bandeira,Minimercado,Wesley Lima,Sérgio Oliveira,mensal,2021-12,atrito,
2305,Padaria e Confeitaria Doce Lar 2,Encosta Nova,Padaria,Ricardo Teixeira,Sérgio Gonçalves,mensal,2021-11,normal,
2306,Panificadora Guarani 5,Xambrê,Padaria,Silvana Silva,Vinícius Barbosa,mensal,2021-08,voltou,2026-03
2307,Padaria Juriti 2,Tabuleiro Alto,Padaria,Isabela Lopes,Mariana Cunha,mensal,2021-08,normal,
2308,Mercadinho Bom Retiro 5,Taquaruçu do Meio,Minimercado,Wagner Braga,Sérgio Gonçalves,mensal,2021-08,normal,
2309,Ponto do Lanche Brisa,São Braz do Campo,Lanchonete,Lucas Braga,André Santos,mensal,2022-04,normal,
2310,Padaria Dois Irmãos 2,Palmeira Torta,Padaria,Flávio Nogueira,Sérgio Oliveira,mensal,2021-08,atrito,
2311,Conveniência Orquídea 3,Xambrê,Loja de Conveniência,Gabriel Ferreira,André Santos,esporadico,2024-05,atrito,
2312,Mercadinho Recanto 2,Barra do Piraquê,Minimercado,Wagner Braga,Sérgio Gonçalves,ciclico,2021-08,normal,
2313,Conveniência Recanto 2,Xambrê,Loja de Conveniência,Roberta Nogueira,André Santos,esporadico,2021-08,normal,
2314,Cantina Tamarindo 2,Cravinho do Sul,Restaurante,Débora Maia,Eduardo Cardoso,mensal,2022-03,normal,
2315,Minimercado Farol 3,Sertão Novo,Minimercado,Letícia Ferreira,Sérgio Oliveira,mensal,2021-08,parada,2026-02
2316,Mercado Bandeirante 2,Ribeira Funda,Minimercado,Natália Almeida,Vinícius Barbosa,esporadico,2026-01,normal,
2317,Cantina Cascata 4,Riozinho Claro,Restaurante,Nelson Nunes,Eduardo Cardoso,ciclico,2023-06,atrito,
2318,Lanchonete Moinho 2,Olho d'Água Grande,Lanchonete,Vinícius Siqueira,Eduardo Cardoso,mensal,2025-07,normal,
2319,Casa de Refeições Pequi,Praia do Sino,Restaurante,Viviane Soares,Mariana Cunha,ciclico,2024-05,normal,
2320,Lanches Palmeira 2,Guaraúna,Lanchonete,Helena Vieira,Amanda Machado,mensal,2022-08,normal,
2321,Lanches Terra Boa 2,Três Bicas,Lanchonete,Carlos Teixeira,Eduardo Cardoso,ciclico,2025-09,normal,
2322,Açaí Orquídea,Pedra Molhada,Açaiteria,Wagner Braga,Sérgio Gonçalves,ciclico,2021-08,normal,
2323,Lanchonete Sol Nascente,Quatro Cruzes,Lanchonete,Igor Batista,Amanda Machado,mensal,2024-01,normal,
2324,Panificadora Veredas 2,Tabuleiro Alto,Padaria,Aline Duarte,Sérgio Gonçalves,esporadico,2021-08,atrito,
2325,Burger Olaria 2,Umbuzeiro,Hamburgueria,Joana Medeiros,Vinícius Barbosa,mensal,2021-08,atrito,
2326,Casa do Café Recanto,Vale Formoso do Norte,Cafeteria,Wagner Braga,Sérgio Gonçalves,mensal,2021-12,atrito,
2327,Ponto do Lanche Maré Alta 2,Sertão Novo,Lanchonete,Wagner Braga,Sérgio Gonçalves,mensal,2021-08,atrito,
2328,Panificadora Mirante 3,Encosta Nova,Padaria,Flávio Lima,André Santos,ciclico,2026-03,normal,
2329,Casa de Refeições Sabor Real 3,Xambrê,Restaurante,Raquel Barbosa,Amanda Machado,ciclico,2022-08,normal,
2330,Cantina Flor de Sal 4,Bela Corrente,Restaurante,Sandra Cardoso,André Santos,mensal,2025-03,normal,
2331,Cafeteria Mirante,Lagoa Vermelha do Norte,Cafeteria,Silvana Andrade,Amanda Machado,mensal,2021-08,normal,
2332,Pizzaria Cerrado 2,Lagoa Vermelha do Norte,Pizzaria,Tatiane Sales,Mariana Cunha,mensal,2021-08,normal,
2333,Panificadora Rosa dos Ventos 3,Vale Formoso do Norte,Padaria,Paulo Correia,Eduardo Cardoso,mensal,2023-02,normal,
2334,Casa do Café Farol,Várzea Comprida,Cafeteria,Emerson Carvalho,Eduardo Cardoso,mensal,2021-08,normal,
2335,Cantina Serrana 3,Itaquerê,Restaurante,Vinícius Carvalho,Amanda Machado,mensal,2021-08,normal,
2336,Casa de Refeições Jatobá 2,Ribeira Funda,Restaurante,Patrícia Rezende,Mariana Cunha,mensal,2021-08,normal,
2337,Casa de Refeições Pitanga,Santa Ilha,Restaurante,Wagner Rodrigues,Mariana Cunha,esporadico,2022-05,atrito,
2338,Padaria Encanto 2,Três Bicas,Padaria,Mauro Pacheco,Sérgio Oliveira,mensal,2021-08,normal,
2339,Casa de Refeições Tijuca Velha 3,Ribeira Funda,Restaurante,André Batista,Sérgio Oliveira,ciclico,2026-01,normal,
2340,Padaria Tamarindo 2,Jaraguandu,Padaria,Aline Andrade,Sérgio Gonçalves,mensal,2021-08,atrito,
2341,Açaiteria Xodó 2,Piraquara do Oeste,Açaiteria,Wagner Martins,Amanda Machado,mensal,2021-08,atrito,
2342,Padaria e Confeitaria Vila Nova 3,Guaraúna,Padaria,Vinícius Carvalho,Amanda Machado,mensal,2024-06,normal,
2343,Pizzaria Pinheiro 4,Olho d'Água Grande,Pizzaria,Vanessa Teixeira,Sérgio Gonçalves,mensal,2021-08,atrito,
2344,Casa do Café Cascata,Encosta Nova,Cafeteria,Débora Nunes,Sérgio Gonçalves,ciclico,2023-01,atrito,
2345,Açaí Nova Era 2,Umbuzeiro,Açaiteria,Elaine Lopes,Vinícius Barbosa,mensal,2021-08,atrito,
2346,Casa de Refeições Figueira,Vista Alegre do Ipê,Restaurante,Kelly Santos,Eduardo Cardoso,esporadico,2021-08,normal,
2347,Ponto do Lanche Paraíso 3,Praia do Sino,Lanchonete,Helena Gonçalves,André Santos,mensal,2021-08,normal,
2348,Lanchonete Flor de Sal 3,Guaraúna,Lanchonete,Helena Vieira,Amanda Machado,mensal,2025-06,atrito,
2349,Padaria e Confeitaria Horizonte 4,Marimbondo,Padaria,Roberta Nogueira,André Santos,mensal,2024-01,normal,
2350,Minimercado Horizonte 4,Monte Cravo,Minimercado,Gabriel Ferreira,André Santos,mensal,2022-02,normal,
